vraag,antwoord
Welke Iraans-Franse graphic novelist en filmregisseur maakte Persepolis?,Marjane Satrapi
Welke Italiaanse filmregisseuse maakte onder andere Il portiere di notte?,Liliana Cavani
Welke Italiaanse regisseuse maakte haar debuut met Corpo Celeste en won de Gouden Palm in 2014 met Le Maraviglie?,Alice Rohrwacher
Welke kapitein uit Star Trek: Voyager werd gespeeld door Kate Mulgrew?,Kathryn Janeway
Welke Franse acteur speelde de hoofdrol in de thriller Ne le dis à personne?,François Cluzet
Welke Canadese acteur werd bekend als Ben Cartwright in Bonanza en zong het lied Ringo?,Lorne Greene
Welke film uit 2017 met Frances McDormand en Sam Rockwell speelt zich af rond een moordonderzoek in Missouri?,Three Billboards Outside Ebbing Missouri
Hoe heet de persoon op een filmset die verantwoordelijk is voor de elektrische verlichting?,Gaffer
Welke Italiaanse regisseur maakte de film Zorro met Alain Delon?,Duccio Tessari
Welke film van Gabriel Axel won de Oscar voor Beste Buitenlandse Film in 1988?,Babette's feest
Welke recente politieke thriller van Kathryn Bigelow speelt rond een mogelijke nucleaire crisis?,A House of Dynamite
Welke Britse acteur speelde onder meer John Luther in de gelijknamige misdaadserie?,Idris Elba
Welke film van Miloš Forman speelt zich af in een psychiatrische instelling?,One Flew Over the Cuckoo's Nest
Welke film van Jim Jarmusch combineert een huurmoordenaar met de samoeraitraditie?,Ghost Dog: The Way of the Samurai
Welke film uit 1993 met  Jodie Foster is gebaseerd op een Franse klassieker?,Sommersby
Welke Franse film uit 1982 gaat over een man die na jaren terugkeert naar zijn dorp?,Le Retour de Martin Guerre
Welke film was Bruce Lee's laatste voltooide en meest internationale succes?,Enter the Dragon
Welke actrice speelde Kate Austen in de televisieserie Lost?,Evangeline Lilly
Welke Vlaamse film of reeks behandelt verhalen uit de Antwerpse Linkeroever?,Patrouille Linkeroever
Welke Amerikaanse acteur speelde de harde politieagent in The Dirty Dozen en Point Blank?,Lee Marvin
Welke Britse komische serie speelt zich af tijdens de Eerste Wereldoorlog met Captain Darling?,Blackadder
Welke Italiaanse officier is een personage uit de Britse sitcom Blackadder Goes Forth?,Captain Bertorelli
Welke Duitse filmregisseuse maakte onder meer Rosenstraße en Die bleierne Zeit?,Margarethe von Trotta
Welke Franse zangeres werd bekend met nummers als La plus belle pour aller danser?,Sylvie Vartan
Welke Franse componist en zanger was getrouwd met France Gall?,Michel Berger
Welke Italiaanse film van Ermanno Olmi won de Gouden Palm in Cannes?,De klompenboom
Welke Italiaanse regisseur maakte De klompenboom?,Ermanno Olmi
Welke film uit 1969 van Sydney Pollack gaat over een uitputtende danswedstrijd tijdens de Grote Depressie?,They Shoot Horses, Don't They?
Welke actiefilm uit 1991 met Bruce Willis en Damon Wayans werd geschreven door Shane Black?,The Last Boy Scout
Welke Russische regisseur maakte films als Solaris en Stalker?,Andrej Tarkovski
Welke Amerikaanse acteur regisseerde en speelde in films als Good Night, and Good Luck?,George Clooney
Welke actrice speelde Lisbeth Salander in The Girl with the Dragon Tattoo?,Rooney Mara
Welke Britse acteur speelde de hoofdrol in Slumdog Millionaire?,Dev Patel
Welke Belgische actrice speelde de hoofdrol in de film Façades?,Natalie Broods
Welke Mexicaans-Amerikaanse actrice speelde Frida Kahlo in de film Frida?,Salma Hayek
Welke Amerikaanse regisseur maakte thrillers als Carrie en Scarface?,Brian De Palma
Welke Amerikaanse acteur speelde onder meer in Jurassic Park en The Fly?,Jeff Goldblum
Welke zoon van twee journalisten is nu zelf aan de slag bij de VRT als specialist Oost-Europa?,Marijn Trio
Welke winterperiode van drie opeenvolgende winters komt voor in de Noorse mythologie?,Fimbulvetr
Welke religieuze gemeenschap in het Midden-Oosten ontstond in de 11e eeuw uit het ismaïlisme?,Druzen
Welke mythische bronzen reus uit de Griekse mythologie bewaakte Kreta en werd vaak beschreven als een automaton?,Talos
Welke eenogige reus uit de Odyssee werd door Odysseus verblind?,Cycloop Polyphemos
Welk Australisch Paasfiguur vervangt de paashaas in een poging om inheemse fauna te beschermen?,Easter bilby
Welke Azteekse gevederde slangengod wordt geassocieerd met kennis en wind?,Quetzalcoatl
Welke Azteekse regengod wordt vaak afgebeeld met bliksems en water?,Tlaloc
Welke Romeinse godin van landbouw en graan komt overeen met de Griekse Demeter?,Ceres
Welke Noordse godin trok volgens de mythe land uit Zweden om Sjælland te vormen?,Gefion
Welke Fenicische koningin stichtte volgens de mythe Carthago?,Dido
Hoe heetten de magistraten die in Carthago de politieke macht uitoefenden?,Suffeten
Welke Griekse figuur testte reizigers door hen op een bed te leggen dat hen uitrekende?,Procrustes
Hoe heet de zondag na Pasen in de christelijke liturgie die verwijst naar de afgesloten paasweek?,Beloken Pasen
Welke zondag in de christelijke kalender verwijst naar de witte zondag na Pasen?,Quasimodo-zondag
Welke Mesopotamische maangod werd vereerd in het oude Ur?,Sin
Welke Egyptische vruchtbaarheidsgod wordt vaak afgebeeld met een erecte fallus?,Min
Welke schijfvormige schaal wordt gebruikt om de hostie op te leggen tijdens de consecratie?,PATEEN
Hoe heet het liturgische vaatwerk waarin de geconsacreerde hosties worden bewaard?,CIBORIE
Welk coöperatief bordspel uit 2024 draait rond het ontmantelen van bommen?,Bomb Busters
Welk klassiek deductiespel gebruikt kleurencombinaties die de speler moet kraken?,Mastermind
Welke Franse kreeftbereiding is vernoemd naar een streek Bretagne?,Armoricaine
Welke koffielikeur met suikerdistillaat en vanille werd populair als cocktailingrediënt?,Tia Maria
Welk Belgisch bier van brouwerij De Coninck is vernoemd naar de vorm van het glas waarin het wordt geserveerd?, ’t Bolleke
Welke yoghurtdrank uit Zuid-Azië wordt vaak met mango gedronken?,Lassi
Welke Franse badplaats gaf haar naam aan een bekende soep en een ijscoupe?,Plombières
Welke Italiaanse speksoort wordt gemaakt van de wang van het varken en vaak gebruikt in carbonara?,Guanciale
Welke cake heeft een karakteristieke kransvorm en wordt vaak geserveerd met glacéerde vruchten?,tulbandcake
Welke Britse cake heeft een ruitjespatroon van roze en geel deeg?,Battenbergcake
Welke Spaanse nougatsnack wordt traditioneel gegeten met Kerst?,Turron (Touron)
Welke Koreaanse BBQ-schotel bestaat uit gemarineerd gegrild rund- of varkensvlees?,bulgogi
Welke Koreaanse gefermenteerde kool wordt vaak als bijgerecht geserveerd?,kimchi
Welke witte druivensoort uit Bourgogne is wereldwijd bekend voor droge witte wijn?,Chardonnay
Welke blauwe druif is de basis voor veel rode Bourgognewijnen?,Pinot noir
Welke sponsachtige melde wordt als wild gewas gegeten?,Brave hendrik
Welke Belgische abdijbiernaam verwijst naar een ridderlijke titel?,Straffe hendrik
Welke fastfoodketen staat bekend om gefrituurde kip?,KENtucky Fried Chicken
Welke Hongaarse rode wijn wordt “stierenbloed” genoemd?,Stierenbloed of (Egri) Bikavér
Welke exclusieve vereniging van topchefs levert maaltijden voor staatshoofden?,Club des chefs des chefs
Welke gedroogde rundvleessnack uit de Alpen lijkt op bresaola?,Grison
Welke chocoladesnoepjes bestaan uit dunne muntchocolade in laagjes?,After eight
Welk gestoken snoepje in de vorm van een kussentje van zo'n 2 centimeter is gemaakt van gestold suikerdeeg. Voorbeelden zijn het  de Zeeuwse babbelaar en het Haagse hopje,Ulevel
Welke Italiaanse verse kaas wordt gemaakt van wei?,Ricotta
Welke zoetstof wordt gewonnen uit esdoornsap?,Esdoornsiroop
Welke extreem koude delicatesse uit Groenland bevat gefermenteerde haai?,GROENLANDSE HAAI
Welke bloem komt voor in sommige eetbare of decoratieve toepassingen in de keuken?,NARCIS
Welke koffielikeur met rum en vanille werd populair als cocktailingrediënt?,Tia Maria
Welk paardenras uit Oostenrijk staat bekend om zijn goudkleurige vacht?,Haflinger
Welk Nederlands schapenras is afkomstig van Texel?,Texelaar
Welk uitgestorven reusachtig gordeldier leefde in Zuid-Amerika?,Glyptodon
Welke Afrikaanse kraanvogel heeft een goudkleurige kuif op zijn kop?,(grijze) kroonkraanvogel
Welke giftige plant uit de ranonkelfamilie staat bekend als monnikskap?,(Blauwe) monnikskap
Wat is een volksnaam voor Adonis aestivalis (zomeradonis) of Lychnis?,Kooltje vuur
Welke eendensoort uit Madagaskar heeft opvallende witte ogen?,Madagaskarwitoogeend
Welke blauwe akkerbloem komt voor in graanvelden en is de nationale bloem van Duitsland?,Korenbloem
Welk groot kattenras, bekend om zijn slappe lichaamshouding, heeft blauwe ogen en een zijdezachte vacht?,Ragdoll
Welke grote huiskat heeft een pluimstaart en lange vacht?,Maine Coon
Welke kleine drijvende waterplant kan vijvers bedekken,kikkerbeet
Welke grote Aziatische wilde kat leeft in de bossen?,Nevelpanter
Welke bloem met zwaardvormige bladeren behoort tot de irisfamilie?,Iris
Welke kleine walvissoort kan makkelijk verward worden met dolfijnen?,GRIEnd
Welke boom levert peulvruchten die lijken op johannesbrood?,Johannesbroodboom
Welke kleine zoogdiersoort uit de Pyreneeën en Alpen leeft in water?,Desman
Welke kleine bijtende insecten worden vaak “knijten” of “knutten” genoemd?,KNIJTEN of KNUTTEN
Welke tropische kikker staat bekend om zijn felrode kleur?,tomaatkikker
Welke langoor komt voor in Noord-Mexico en Arizona?,ezelhaas
Welke hondenras komt oorspronkelijk uit Kongo en heeft een spits uiterlijk?,basenji
Welke bodembedekker heet officieel Pachysandra?,DIKKEMANSKRUID
Welke plant met fluweelachtige bladeren heeft als Latijnse naam Alchemilla?,VROUWENMANTEL
Welke zwaar gebouwde paardenras wordt vaak gebruikt voor trekwerk?,Shire
Welke zalm vinden we in de Geul en de bovenloop van de Maas?,Vlagzalm
Welke plant uit de kaasjeskruidfamilie wordt vaak gebruikt in kruidenthee en siroop?,MALVA
Welke Finse term staat voor vastberadenheid en doorzettingsvermogen?,Sisu
Welke schaal meet de hardheid van houtsoorten?,Janka
Welke Japanse krijgskunst is gebaseerd op het gebruik van het zwaard?,Shindo
Welk Fins designmerk staat bekend om glaswerk en servies?,Iittala
Welke luchtvaartmaatschappij gebruikte de naam van het Iberisch schiereiland?,Iberia
Welke Duitse uitvinder en ondernemer richtte het luxemerk Loewe op?,Otto Loewe
Wat is ekster in het Frans?,Pie
Welke Nederlandse omroep werd in 1976 opgericht na het einde van de piratenradioperiode?,Veronica
Welke Vlaamse kinderliedje gaat over een baby op de schoot van de moeder?,Kindje op moeders schoot
Welke Vlaamse volksliedje gaat over een meisje uit Heule?,Tineke van Heule
Welk merk maakt fietsendragers onder een mythische naam,Thule
Welke internationale modeketen van Spaanse oorsprong is wereldwijd actief met fast fashion?,ZARA
Welke kaart in België dient als officiële informatiekaart rond levenseinde en medische wensen?,LEIFkaart
Hoe heet een juridische akte waarin je je nalatenschap of specifieke wensen vastlegt?,Codicil
Welke Europese fintech-app staat bekend om “buy now, pay later” betalingen?,Klarna
Hoe heet het Europese betaalsysteem dat werd opgezet als alternatief voor Visa en Mastercard?,WERO
Welke Keniaanse etnische groep staat bekend om hun hardloopdominantie?,Kalenjin
Welke sportmerknaam is afgeleid van een Keniaanse loopstam?,Kalenji (sportmerk)
Welke Amerikaanse gitaarbouwer staat bekend om akoestische gitaren en prototypeerde de dreadnought?, Martin
Welke Australische treinlijn dankt zijn naam aan Afghaanse kameeldrijvers?,Ghan
Welke musicalfiguur uit het Victoriaanse Londen werd bekend als de “Demon Barber of Fleet Street”?,Sweeney Todd (The Demon Barber of Fleet Street)
Welk wetenschappelijk fabeltjem beschrijft het fenomeen waarbij iemand langzaam aan zijn dood tegemoet gaat en zich niet bewust is van de situatie?,Gekooktekikkersyndroom
Hoe heette het familie-onderonsje met Frank Focketyn aan het einde van Man Bijt Hond?,Vaneigens
Welke Nederlandse uitdrukking betekent dat iets nog in bewerking is of lopende?,onder handen
Welke Poolse componist en politicus was tevens eerste minister-president van Polen?,Paderewski
Welke Nederlandse psychiater stond bekend om controversiële ideeën over psychoanalyse?,Foudraine
Hoe heet het manipuleren van kiesdistricten om politieke winst te behalen?,Gerrymandering
Welke Costa Ricaanse uitdrukking staat voor een positieve levensfilosofie?,Pura Vida
Welke militaire rang komt net onder generaal?,Kolonel
Welke Amerikaanse staat ligt aan de oostkust en grenst aan New York?,New Jersey
Welke romantische Duitse bijnaam verwijst naar Berlijn als stad van liefde?,Berlijns kussen
Welke populaire Chinese app was de voorloper van TikTok?,musical.ly
Hoe heet de attractie waarbij je in ronddraaiende kopjes zit in een pretpark?, Mad tea party
Hoe heet een achtbaan in het Frans?, MONTAGNES RUSSES
Welke Amerikaanse sportmerknaam staat bekend om sneakers met een “N”-logo?,NEW BALANCE
Welke Amerikaanse schoenenfabrikant is vooral bekend van goedkope sportschoenen en sneakers?,SKECHERS
Welke naam wordt vaak gebruikt voor de “mystery caller” die de Euromillions-jackpot aankondigt?,PAUL (van Euromillions)
Welke Franse modehuizen staan bekend om luxe parfums en haute couture?,LANVIN
Welke militaire brandstofcontainer wordt gebruikt voor het transport van vloeistoffen zoals benzine?,JERRYCAN
Welke Belgische organisatie ondersteunt senioren bij ondernemerschap en innovatie?,NETWERK van ONDERNEMENDE SENIOREN
Welke functie in de overheid staat net onder een minister en ondersteunt beleid?,STAatsSECRETARIS
Welke Amerikaanse ornitholoog en schilder maakte beroemde vogelillustraties?,John James Audubon
Welke Sovjet-diplomaat was jarenlang minister van Buitenlandse Zaken?,Andrei Gromyko
Welke president van Kameroen is sinds 1982 aan de macht?,Paul Biya
Welke Belgische paralympische atlete werd wereldkampioene sprint?,Léa Bayekula
Welke Zweedse staatsman uit de 17e eeuw werd kanselier onder koningin Christina?,Graaf Axel Oxenstierna
Welke Iraanse politicus werd president van Iran in 2024?,Masoud Pezeshkian
Welke Australische bushranger was actief in New South Wales in de jaren 1860 en werd beroemd om zijn roofovervallen?,Ben Hall
Welke Belgische aartsbisschop volgde Jozef De Kesel op in Mechelen-Brussel?,Luc Terlinde
Welke Belgische topmodel en mode-icoon uit de jaren 2000 werd internationaal bekend?,Hannelore Knuts
Welke Belgische singer-songwriter bracht het album Milan uit?,Meskerem Mees
Welke Vlaamse tv-presentatrice is Japanologe en schrijft kinderboeken?,Sabine de Vos
Welke Belgische financiële groep ging failliet in 2016 en werd een politiek schandaal?,Optima
Welke Belgische politicus is fractieleider van de PVDA?,Raoul Hedebouw
Welke Vlaamse politicus was actief bij Groen en later SLP?,Hermes Sanctorum
Welke Belgische wielrenner is de zoon van een bekende rode lantaarndrager?, Mauri en Wim Vansevenant
Welke Belgische onderzoeksjournaliste schreef over georganiseerde misdaad?,Hilde Geens
Welke Belgische journalist schreef over de Bende van Nijvel?,Guy Bouten
Welke Vlaamse actrice en schrijfster is bekend van theater en televisie?,Leen Dendievel
Welke Vlaamse schrijver staat bekend om zijn romans over maatschappelijke thema’s?,Louis Van Dievel
Welke Belgische journaliste was hoofdredactrice van Trends De Morgen en VTM ?, Ann Govaerts
Hoe heet de mediagroep van Christian Van Thillo, DPG
Welke Belgische jurist en publicist schrijft over politieke netwerken?,Ignace Vandewalle
Welke Keniaanse milieuactiviste won de Nobelprijs voor de Vrede?,Wangari Maathai
Welke burgemeester van Londen is van Pakistaanse afkomst?,Sadiq Khan
Welke burgemeester van Rotterdam is van Marokkaanse afkomst?,Ahmed Aboutaleb
Welke Franse journalist van TF1 werd beschuldigd van misbruik?,Patrick Poivre d’Arvor
Welke Britse journalist trad af na een schandaal bij de BBC?,Huw Edwards
Welke Franse filmregisseur maakte 8 femmes en Frantz?,François Ozon
Welke Italiaanse actrice en regisseur is de zus van Carla Bruni?,Valeria Bruni Tedeschi
Welke Amerikaanse activist richtte de organisatie Nader’s Raiders op?,Ralph Nader
Welke Nederlandse politicus was minister van verkeer en later IOC-lid?,Eurlings
Welke Amerikaanse acteur beschuldigde Kevin Spacey van grensoverschrijdend gedrag?,Anthony Rapp
Welke Amerikaanse acteur werd beschuldigd in #MeToo-zaken?,Kevin Spacey
Welke Amerikaanse quarterback knielde als protest tijdens het volkslied?,Colin Kaepernick
Welke Amerikaanse jurist werd bekend in de Clinton-emailaffaire?,James Comey
Welke Franse politicus was presidentskandidaat in 2017?,François Fillon
Welke Catalaanse politicus werd geëxecuteerd door Franco?,Lluis Companys
Welke Amerikaanse acteur speelde in 127 Hours en werd beschuldigd in MeToo-zaken?,James Franco
Welke Amerikaanse ex-MLB-speler kreeg media-aandacht rond doping en identiteitszaken?,Rix Williams
Welke Amerikaanse katholieke activiste werkt rond doodstrafethiek?,Helen Prejean
Welke Amerikaanse politieke figuur werd beroemd als “Joe the Plumber”?,Joe Wurzelbacher
Welke Belgisch-Congolese muzikant en filmmaker is bekend om zijn fusie van Afrikaanse en elektronische muziek?,Baloji
Welke Nigeriaan werd gecast voor de rol van Alien door zijn lengte en magere postuur?,Bolaji
Welke Belgische comedian en muzikant presenteert quiz- en muziekshows?,Marijn Trio
Welke Amerikaanse crimineel was een beruchte maffiabaas in Boston?,Whitey Bulger
Welke Britse zanger bracht het nummer Human uit?,Rag’n’Bone Man (Rahman)
Welke Britse premier stond bekend om Brexit?,Boris Johnson
Welke Amerikaanse burgerrechtenleider leidde de Southern Christian Leadership Conference?,Martin Luther King
Welke Amerikaanse politicus was voorzitter van het Huis van Afgevaardigden?,Paul Ryan
Welke Engelse slangterm beschrijft iemand die afspraken niet nakomt of onbetrouwbaar is?,flaker
Welke internetafkorting wijst erop dat je beter nog eens de handleiding leest,RTFM
Welke speelse term verwijst naar een valse of vervormde dubbelganger?,choppelganger
Welk woord betekent een armoedig slordig of mager uitziend persoon?,scharminkel
Welke Brusselse term betekent voddenraper naar een jas van een oosters volk?,kasjoebereir
Welke historische term voor een ruiterij-soldaat werd later gebruikt voor een fors persoon en meestal een vrouw?,Dragonder
Welke taalkundige term verwijst naar de verticale en horizontale draden in weefselstructuur?,Schering en Inslag
Welke woordvorm ontstaat wanneer letters van een ander woord worden herschikt?,Anagram
Welke typografische term verwijst naar kleine streepjes aan letters zoals in Times New Roman?,Schreef
Welke informele Nederlandse term verwijst naar kleingeestige mensen of gierige mensen,Krenten
Welke academische titel krijgt de beste afstudeerder in een Amerikaanse high school of college?,Valedictorian
Welke dialectnaam verwijst naar het Liverpoolse Engels?,Scouse
Welke dialectnaam verwijst naar het Newcastle-Engels?,Geordie
Welke fitness- en bodybuildingtermen betekenen respectievelijk aankomen in spiermassa en afvallen?,Bulken en cutten
Welke muzikale termen geven de twee toonladdervarianten in de westerse muziek aan?,Major and Minor
Van welke taal zijn Gegisch en Toskisch de varianten,Albanees
Welke literaire of retorische term verwijst naar het gebruik van argumentatie in een debat?,de REDEN
