vraag,antwoord
Wie won de Jamies in 2026 als beste vlogster?, Steffi Mercie
Welke Franse komiek kwam in opspraak met het querelette-teken?,Dieudonné
Welke term beschrijft een wrange of bittere grimlach?,Sardonisch
Welke naam wordt gegeven aan meestal Amerikaanse personen die in de negentiende eeuw staten probeerden te stichten of veroveren in Latijns-Amerika, filibuster
Welk sociaal netwerk of microblog richtte Jack Dorsey op nadat hij uit Twitter stapte?, Bluesky
Welke Zweedse traditie draait rond koffiepauzes?,Fika
Welke tekst vermijdt bewust een bepaalde letter?,Lipogram
Waar staat SMOG voor in communicatie?,Spreken Met Ondersteuning van Gebaren
Wat is in het Frans een algemene term voor slang en welke variant maakt gebruik van omkering?, Argot en Verlan
Hoe heet een verhoogd platform voor een doodskist?,Katafalk
Welke Belgische eenheid wordt ingezet bij internationale rampen?,B-FAST
Welke virale trend bestond uit stilstaande mensen in een scène?,Mannequin Challenge
Welke Britse autoshow is een alternatief voor Top Gear?,Fifth Gear
Welke sociale media-app werd ontwikkeld door Dennis Crowley en stond aan de wieg van het inchecken op een bepaalde locatie?,Foursquare
Wat is de échte geboortenaam van Priscilla Presley en de naam van haar stiefvader waarmee ze als meisje door het leven ging?, Wagner en Beaulieu
Welke tycoon kocht het voormalige landgoed van Michael Jackson en heeft sterke banden met Bill Clinton?, Ron Burkle
Naar welke Belgische beiaardier is het museum voor beiaardkunst in Mechelen genoemd, Jef Denyn
Welke spelconsole werd uitgebracht door Sega in 1998?,Dreamcast
Welk fictief land komt voor in Chitty Chitty Bang Bang?, Vulgaria
Hoe noemen we ongewenste toepassingen of bestanden die niet als malware geklasseerd staan maar toch de prestaties van een computer kunnen aantasten en veiligheidsrisico's inhouden?, Grayware
Deze variant van roze werd genoemd naar een Engelse bevelhebber die op basis van een eigen ervaring meende dat zijn schepen beter gecamoufleerd zouden zijn dan in metaalkleur, Mountbatten Roze
Welke misdienaar en neef van Gaston Berghmans werd slechts 10 jaar maar maakte zoveel vrome indruk dat men hem zalig wil laten verklaren?, Herman Wijns
Welke twee Belgische muzikanten werden tot nu toe uitgenodigd door Jools Holland?, Melanie de Biasio en Zap Mama
Hoe heet de burgemeester van Saint-Denis wiens verkiezing voor extreemrechts oproer op sociale media zorgde?, Bally Bagayoko
Hoe heet een klein aangedreven voertuig dat op spoorwegen inspectieritten uitvoert?, Draisine
Volgens de overlevering was deze Griek de allereerste acteur die op een podium een rol speelde. In het Engels is een afgeleide van zijn naam een synoniem voor acteur., Thespis of Thespian
welke Italiaanse onderzoekster kreeg een eredoctoraat aan drie Belgische universtiteiten voor haar onderzoek naar de schendingen van de mensenrechten in Palestina?, Francisca Albanese
